index,Date,Time,Global_active_power
776,1/1/07,12:56:00,2.668
777,1/1/07,12:57:00,2.648
778,1/1/07,12:58:00,2.646
779,1/1/07,12:59:00,2.652
780,1/1/07,13:00:00,2.662
781,1/1/07,13:01:00,2.652
782,1/1/07,13:02:00,2.63
783,1/1/07,13:03:00,2.612
784,1/1/07,13:04:00,2.616
785,1/1/07,13:05:00,2.64
786,1/1/07,13:06:00,2.632
787,1/1/07,13:07:00,2.64
788,1/1/07,13:08:00,2.64
789,1/1/07,13:09:00,2.574
790,1/1/07,13:10:00,2.542
791,1/1/07,13:11:00,2.532
792,1/1/07,13:12:00,2.512
793,1/1/07,13:13:00,2.514
794,1/1/07,13:14:00,2.512
795,1/1/07,13:15:00,2.512
796,1/1/07,13:16:00,2.516
797,1/1/07,13:17:00,2.53
798,1/1/07,13:18:00,2.528
799,1/1/07,13:19:00,2.528
800,1/1/07,13:20:00,2.546
801,1/1/07,13:21:00,2.556
802,1/1/07,13:22:00,2.572
803,1/1/07,13:23:00,2.566
804,1/1/07,13:24:00,2.556
805,1/1/07,13:25:00,2.644
806,1/1/07,13:26:00,2.632
807,1/1/07,13:27:00,2.622
808,1/1/07,13:28:00,2.612
809,1/1/07,13:29:00,2.61
810,1/1/07,13:30:00,2.614
811,1/1/07,13:31:00,2.618
812,1/1/07,13:32:00,2.642
813,1/1/07,13:33:00,2.676
814,1/1/07,13:34:00,2.644
815,1/1/07,13:35:00,2.644
816,1/1/07,13:36:00,2.644
817,1/1/07,13:37:00,2.644
818,1/1/07,13:38:00,2.63
819,1/1/07,13:39:00,2.63
820,1/1/07,13:40:00,2.62
821,1/1/07,13:41:00,2.626
822,1/1/07,13:42:00,2.638
823,1/1/07,13:43:00,2.646
824,1/1/07,13:44:00,2.632
825,1/1/07,13:45:00,2.622
826,1/1/07,13:46:00,2.622
827,1/1/07,13:47:00,2.52
828,1/1/07,13:48:00,2.26
829,1/1/07,13:49:00,0.204
830,1/1/07,13:50:00,0.204
831,1/1/07,13:51:00,0.238
832,1/1/07,13:52:00,0.318
833,1/1/07,13:53:00,0.318
834,1/1/07,13:54:00,0.214
835,1/1/07,13:55:00,0.204
836,1/1/07,13:56:00,0.206
837,1/1/07,13:57:00,0.206
838,1/1/07,13:58:00,0.296
839,1/1/07,13:59:00,0.324
840,1/1/07,14:00:00,1.164
841,1/1/07,14:01:00,3.016
842,1/1/07,14:02:00,0.342
843,1/1/07,14:03:00,0.556
844,1/1/07,14:04:00,0.636
845,1/1/07,14:05:00,0.63
846,1/1/07,14:06:00,0.626
847,1/1/07,14:07:00,0.626
848,1/1/07,14:08:00,0.622
849,1/1/07,14:09:00,0.618
850,1/1/07,14:10:00,0.614
851,1/1/07,14:11:00,0.612
852,1/1/07,14:12:00,0.61
853,1/1/07,14:13:00,0.604
854,1/1/07,14:14:00,0.546
855,1/1/07,14:15:00,0.536
856,1/1/07,14:16:00,0.536
857,1/1/07,14:17:00,0.534
858,1/1/07,14:18:00,0.534
859,1/1/07,14:19:00,0.534
860,1/1/07,14:20:00,0.536
861,1/1/07,14:21:00,0.504
862,1/1/07,14:22:00,0.446
863,1/1/07,14:23:00,0.442
864,1/1/07,14:24:00,0.44
865,1/1/07,14:25:00,0.442
866,1/1/07,14:26:00,0.45
867,1/1/07,14:27:00,0.442
868,1/1/07,14:28:00,0.442
869,1/1/07,14:29:00,1.262
870,1/1/07,14:30:00,1.44
871,1/1/07,14:31:00,1.3
872,1/1/07,14:32:00,1.286
873,1/1/07,14:33:00,1.276
874,1/1/07,14:34:00,1.272
875,1/1/07,14:35:00,1.378
876,1/1/07,14:36:00,1.416
877,1/1/07,14:37:00,1.514
878,1/1/07,14:38:00,1.5
879,1/1/07,14:39:00,1.496
880,1/1/07,14:40:00,1.5
881,1/1/07,14:41:00,1.506
882,1/1/07,14:42:00,1.504
883,1/1/07,14:43:00,1.508
884,1/1/07,14:44:00,1.508
885,1/1/07,14:45:00,1.51
886,1/1/07,14:46:00,1.506
887,1/1/07,14:47:00,1.448
888,1/1/07,14:48:00,1.912
889,1/1/07,14:49:00,2.748
890,1/1/07,14:50:00,2.76
891,1/1/07,14:51:00,2.752
892,1/1/07,14:52:00,2.768
893,1/1/07,14:53:00,2.768
894,1/1/07,14:54:00,2.732
895,1/1/07,14:55:00,2.694
896,1/1/07,14:56:00,2.692
897,1/1/07,14:57:00,2.688
898,1/1/07,14:58:00,2.69
899,1/1/07,14:59:00,2.69
900,1/1/07,15:00:00,2.686
901,1/1/07,15:01:00,2.694
902,1/1/07,15:02:00,2.694
903,1/1/07,15:03:00,2.686
904,1/1/07,15:04:00,2.676
905,1/1/07,15:05:00,2.676
906,1/1/07,15:06:00,2.676
907,1/1/07,15:07:00,2.668
908,1/1/07,15:08:00,2.672
909,1/1/07,15:09:00,2.666
910,1/1/07,15:10:00,2.668
911,1/1/07,15:11:00,2.66
912,1/1/07,15:12:00,2.644
913,1/1/07,15:13:00,2.654
914,1/1/07,15:14:00,2.646
915,1/1/07,15:15:00,2.648
916,1/1/07,15:16:00,2.718
917,1/1/07,15:17:00,2.664
918,1/1/07,15:18:00,2.646
919,1/1/07,15:19:00,2.644
920,1/1/07,15:20:00,2.738
921,1/1/07,15:21:00,2.714
922,1/1/07,15:22:00,2.722
923,1/1/07,15:23:00,2.718
924,1/1/07,15:24:00,2.716
925,1/1/07,15:25:00,2.652
926,1/1/07,15:26:00,1.444
927,1/1/07,15:27:00,1.424
928,1/1/07,15:28:00,1.378
929,1/1/07,15:29:00,1.38
930,1/1/07,15:30:00,1.38
931,1/1/07,15:31:00,1.386
932,1/1/07,15:32:00,1.376
933,1/1/07,15:33:00,1.378
934,1/1/07,15:34:00,1.376
935,1/1/07,15:35:00,1.376
936,1/1/07,15:36:00,1.362
937,1/1/07,15:37:00,1.294
938,1/1/07,15:38:00,1.26
939,1/1/07,15:39:00,1.262
940,1/1/07,15:40:00,1.272
941,1/1/07,15:41:00,1.272
942,1/1/07,15:42:00,1.274
943,1/1/07,15:43:00,1.266
944,1/1/07,15:44:00,1.272
945,1/1/07,15:45:00,1.272
946,1/1/07,15:46:00,1.282
947,1/1/07,15:47:00,1.28
948,1/1/07,15:48:00,1.274
949,1/1/07,15:49:00,1.26
950,1/1/07,15:50:00,1.266
951,1/1/07,15:51:00,1.27
952,1/1/07,15:52:00,1.276
953,1/1/07,15:53:00,1.278
954,1/1/07,15:54:00,1.35
955,1/1/07,15:55:00,1.332
956,1/1/07,15:56:00,1.332
957,1/1/07,15:57:00,1.334
958,1/1/07,15:58:00,1.332
959,1/1/07,15:59:00,1.334
960,1/1/07,16:00:00,1.338
961,1/1/07,16:01:00,1.332
962,1/1/07,16:02:00,1.374
963,1/1/07,16:03:00,1.388
964,1/1/07,16:04:00,1.366
965,1/1/07,16:05:00,1.37
966,1/1/07,16:06:00,1.372
967,1/1/07,16:07:00,1.374
968,1/1/07,16:08:00,1.372
969,1/1/07,16:09:00,1.372
970,1/1/07,16:10:00,1.364
971,1/1/07,16:11:00,1.358
972,1/1/07,16:12:00,1.354
973,1/1/07,16:13:00,1.354
974,1/1/07,16:14:00,1.354
975,1/1/07,16:15:00,1.358
976,1/1/07,16:16:00,1.362
977,1/1/07,16:17:00,1.358
978,1/1/07,16:18:00,1.356
979,1/1/07,16:19:00,1.32
980,1/1/07,16:20:00,1.254
981,1/1/07,16:21:00,1.25
982,1/1/07,16:22:00,1.26
983,1/1/07,16:23:00,1.264
984,1/1/07,16:24:00,1.264
985,1/1/07,16:25:00,1.26
986,1/1/07,16:26:00,1.252
987,1/1/07,16:27:00,1.256
988,1/1/07,16:28:00,1.258
989,1/1/07,16:29:00,1.256
990,1/1/07,16:30:00,1.262
991,1/1/07,16:31:00,1.27
992,1/1/07,16:32:00,1.3
993,1/1/07,16:33:00,1.342
994,1/1/07,16:34:00,1.342
995,1/1/07,16:35:00,1.354
996,1/1/07,16:36:00,1.366
997,1/1/07,16:37:00,1.368
998,1/1/07,16:38:00,1.372
999,1/1/07,16:39:00,1.378
1000,1/1/07,16:40:00,1.38
1001,1/1/07,16:41:00,1.466
1002,1/1/07,16:42:00,1.472
1003,1/1/07,16:43:00,1.474
1004,1/1/07,16:44:00,1.474
1005,1/1/07,16:45:00,1.584
1006,1/1/07,16:46:00,1.582
1007,1/1/07,16:47:00,1.564
1008,1/1/07,16:48:00,1.554
1009,1/1/07,16:49:00,1.544
1010,1/1/07,16:50:00,1.552
1011,1/1/07,16:51:00,1.41
1012,1/1/07,16:52:00,1.394
1013,1/1/07,16:53:00,1.388
1014,1/1/07,16:54:00,1.38
1015,1/1/07,16:55:00,1.384
1016,1/1/07,16:56:00,1.56
1017,1/1/07,16:57:00,1.708
1018,1/1/07,16:58:00,1.708
1019,1/1/07,16:59:00,1.704
1020,1/1/07,17:00:00,1.71
1021,1/1/07,17:01:00,1.682
1022,1/1/07,17:02:00,1.61
1023,1/1/07,17:03:00,1.598
1024,1/1/07,17:04:00,1.594
1025,1/1/07,17:05:00,1.592
1026,1/1/07,17:06:00,1.582
1027,1/1/07,17:07:00,1.572
1028,1/1/07,17:08:00,1.566
1029,1/1/07,17:09:00,1.568
1030,1/1/07,17:10:00,1.566
1031,1/1/07,17:11:00,1.572
1032,1/1/07,17:12:00,1.632
1033,1/1/07,17:13:00,1.656
1034,1/1/07,17:14:00,1.724
1035,1/1/07,17:15:00,1.728
1036,1/1/07,17:16:00,1.728
1037,1/1/07,17:17:00,1.736
1038,1/1/07,17:18:00,1.73
1039,1/1/07,17:19:00,1.728
1040,1/1/07,17:20:00,1.756
1041,1/1/07,17:21:00,1.726
1042,1/1/07,17:22:00,1.694
1043,1/1/07,17:23:00,1.654
1044,1/1/07,17:24:00,1.774
1045,1/1/07,17:25:00,2.306
1046,1/1/07,17:26:00,1.976
1047,1/1/07,17:27:00,2.358
1048,1/1/07,17:28:00,2.202
1049,1/1/07,17:29:00,2.188
1050,1/1/07,17:30:00,2.188
1051,1/1/07,17:31:00,1.592
1052,1/1/07,17:32:00,1.592
1053,1/1/07,17:33:00,1.574
1054,1/1/07,17:34:00,1.58
1055,1/1/07,17:35:00,1.56
1056,1/1/07,17:36:00,1.564
1057,1/1/07,17:37:00,1.568
1058,1/1/07,17:38:00,1.558
1059,1/1/07,17:39:00,1.564
1060,1/1/07,17:40:00,1.57
1061,1/1/07,17:41:00,1.522
1062,1/1/07,17:42:00,1.508
1063,1/1/07,17:43:00,1.482
1064,1/1/07,17:44:00,1.41
1065,1/1/07,17:45:00,1.39
1066,1/1/07,17:46:00,1.39
1067,1/1/07,17:47:00,1.452
1068,1/1/07,17:48:00,1.472
1069,1/1/07,17:49:00,1.466
1070,1/1/07,17:50:00,1.46
1071,1/1/07,17:51:00,1.466
1072,1/1/07,17:52:00,1.466
1073,1/1/07,17:53:00,1.456
1074,1/1/07,17:54:00,1.462
1075,1/1/07,17:55:00,1.454
1076,1/1/07,17:56:00,1.442
1077,1/1/07,17:57:00,1.402
1078,1/1/07,17:58:00,1.398
1079,1/1/07,17:59:00,1.408
1080,1/1/07,18:00:00,1.416
1081,1/1/07,18:01:00,1.422
1082,1/1/07,18:02:00,1.424
1083,1/1/07,18:03:00,1.434
1084,1/1/07,18:04:00,1.426
1085,1/1/07,18:05:00,1.422
1086,1/1/07,18:06:00,1.41
1087,1/1/07,18:07:00,1.404
1088,1/1/07,18:08:00,1.404
1089,1/1/07,18:09:00,1.498
1090,1/1/07,18:10:00,1.512
1091,1/1/07,18:11:00,1.52
1092,1/1/07,18:12:00,1.512
1093,1/1/07,18:13:00,1.498
1094,1/1/07,18:14:00,1.508
1095,1/1/07,18:15:00,1.5
1096,1/1/07,18:16:00,1.506
1097,1/1/07,18:17:00,1.504
1098,1/1/07,18:18:00,1.496
1099,1/1/07,18:19:00,1.502
1100,1/1/07,18:20:00,1.502
1101,1/1/07,18:21:00,1.504
1102,1/1/07,18:22:00,1.504
1103,1/1/07,18:23:00,1.51
1104,1/1/07,18:24:00,1.504
1105,1/1/07,18:25:00,1.472
1106,1/1/07,18:26:00,1.444
1107,1/1/07,18:27:00,1.5
1108,1/1/07,18:28:00,1.494
1109,1/1/07,18:29:00,1.466
1110,1/1/07,18:30:00,1.466
1111,1/1/07,18:31:00,1.472
1112,1/1/07,18:32:00,1.476
1113,1/1/07,18:33:00,1.472
1114,1/1/07,18:34:00,1.468
1115,1/1/07,18:35:00,1.458
1116,1/1/07,18:36:00,1.41
1117,1/1/07,18:37:00,1.396
1118,1/1/07,18:38:00,1.402
1119,1/1/07,18:39:00,1.4
1120,1/1/07,18:40:00,1.394
1121,1/1/07,18:41:00,1.4
1122,1/1/07,18:42:00,1.402
1123,1/1/07,18:43:00,1.41
1124,1/1/07,18:44:00,1.414
1125,1/1/07,18:45:00,1.422
1126,1/1/07,18:46:00,1.422
1127,1/1/07,18:47:00,1.424
1128,1/1/07,18:48:00,1.42
1129,1/1/07,18:49:00,1.414
1130,1/1/07,18:50:00,1.404
1131,1/1/07,18:51:00,1.518
1132,1/1/07,18:52:00,1.502
1133,1/1/07,18:53:00,1.5
1134,1/1/07,18:54:00,1.492
1135,1/1/07,18:55:00,1.502
1136,1/1/07,18:56:00,1.508
1137,1/1/07,18:57:00,1.508
1138,1/1/07,18:58:00,1.508
1139,1/1/07,18:59:00,1.512
1140,1/1/07,19:00:00,1.504
1141,1/1/07,19:01:00,1.512
1142,1/1/07,19:02:00,1.512
1143,1/1/07,19:03:00,1.514
1144,1/1/07,19:04:00,1.508
1145,1/1/07,19:05:00,1.5
1146,1/1/07,19:06:00,1.534
1147,1/1/07,19:07:00,1.518
1148,1/1/07,19:08:00,1.476
1149,1/1/07,19:09:00,1.472
1150,1/1/07,19:10:00,1.474
1151,1/1/07,19:11:00,1.476
1152,1/1/07,19:12:00,1.474
1153,1/1/07,19:13:00,1.462
1154,1/1/07,19:14:00,1.472
1155,1/1/07,19:15:00,1.452
1156,1/1/07,19:16:00,0.606
1157,1/1/07,19:17:00,0.36
1158,1/1/07,19:18:00,0.358
1159,1/1/07,19:19:00,0.36
1160,1/1/07,19:20:00,0.358
1161,1/1/07,19:21:00,0.358
1162,1/1/07,19:22:00,0.358
1163,1/1/07,19:23:00,0.356
1164,1/1/07,19:24:00,0.356
1165,1/1/07,19:25:00,0.358
1166,1/1/07,19:26:00,0.358
1167,1/1/07,19:27:00,0.358
1168,1/1/07,19:28:00,0.358
1169,1/1/07,19:29:00,0.36
1170,1/1/07,19:30:00,0.36
1171,1/1/07,19:31:00,0.362
1172,1/1/07,19:32:00,0.364
1173,1/1/07,19:33:00,0.47
1174,1/1/07,19:34:00,0.472
1175,1/1/07,19:35:00,0.466
1176,1/1/07,19:36:00,0.464
1177,1/1/07,19:37:00,0.462
1178,1/1/07,19:38:00,0.552
1179,1/1/07,19:39:00,0.544
1180,1/1/07,19:40:00,0.54
1181,1/1/07,19:41:00,0.538
1182,1/1/07,19:42:00,0.538
1183,1/1/07,19:43:00,0.536
1184,1/1/07,19:44:00,0.536
1185,1/1/07,19:45:00,0.532
1186,1/1/07,19:46:00,0.582
1187,1/1/07,19:47:00,0.608
1188,1/1/07,19:48:00,0.604
1189,1/1/07,19:49:00,0.534
1190,1/1/07,19:50:00,0.51
1191,1/1/07,19:51:00,0.508
1192,1/1/07,19:52:00,0.508
1193,1/1/07,19:53:00,0.508
1194,1/1/07,19:54:00,0.508
1195,1/1/07,19:55:00,0.472
1196,1/1/07,19:56:00,0.432
1197,1/1/07,19:57:00,0.432
1198,1/1/07,19:58:00,0.436
1199,1/1/07,19:59:00,0.438
1200,1/1/07,20:00:00,0.44
1201,1/1/07,20:01:00,0.436
1202,1/1/07,20:02:00,0.436
1203,1/1/07,20:03:00,0.434
1204,1/1/07,20:04:00,0.43
1205,1/1/07,20:05:00,0.43
1206,1/1/07,20:06:00,0.358
1207,1/1/07,20:07:00,0.358
1208,1/1/07,20:08:00,0.356
1209,1/1/07,20:09:00,0.354
1210,1/1/07,20:10:00,0.352
1211,1/1/07,20:11:00,0.35
1212,1/1/07,20:12:00,0.354
1213,1/1/07,20:13:00,0.354
1214,1/1/07,20:14:00,0.362
1215,1/1/07,20:15:00,0.468
1216,1/1/07,20:16:00,0.474
1217,1/1/07,20:17:00,0.466
1218,1/1/07,20:18:00,0.464
1219,1/1/07,20:19:00,0.462
1220,1/1/07,20:20:00,0.46
1221,1/1/07,20:21:00,0.458
1222,1/1/07,20:22:00,0.448
1223,1/1/07,20:23:00,0.452
1224,1/1/07,20:24:00,0.456
1225,1/1/07,20:25:00,0.458
1226,1/1/07,20:26:00,0.506
1227,1/1/07,20:27:00,0.53
1228,1/1/07,20:28:00,0.532
1229,1/1/07,20:29:00,0.536
1230,1/1/07,20:30:00,0.536
1231,1/1/07,20:31:00,0.46
1232,1/1/07,20:32:00,0.446
1233,1/1/07,20:33:00,0.44
1234,1/1/07,20:34:00,0.438
1235,1/1/07,20:35:00,0.404
1236,1/1/07,20:36:00,0.368
1237,1/1/07,20:37:00,0.368
1238,1/1/07,20:38:00,0.362
1239,1/1/07,20:39:00,0.362
1240,1/1/07,20:40:00,0.36
1241,1/1/07,20:41:00,0.358
1242,1/1/07,20:42:00,0.358
1243,1/1/07,20:43:00,0.364
1244,1/1/07,20:44:00,0.368
1245,1/1/07,20:45:00,0.366
1246,1/1/07,20:46:00,0.364
1247,1/1/07,20:47:00,0.366
1248,1/1/07,20:48:00,0.362
1249,1/1/07,20:49:00,0.364
1250,1/1/07,20:50:00,0.368
1251,1/1/07,20:51:00,0.366
1252,1/1/07,20:52:00,0.362
1253,1/1/07,20:53:00,0.36
1254,1/1/07,20:54:00,0.362
1255,1/1/07,20:55:00,0.36
1256,1/1/07,20:56:00,0.358
1257,1/1/07,20:57:00,0.474
1258,1/1/07,20:58:00,0.468
1259,1/1/07,20:59:00,0.472
1260,1/1/07,21:00:00,0.47
1261,1/1/07,21:01:00,0.468
1262,1/1/07,21:02:00,0.468
1263,1/1/07,21:03:00,0.466
1264,1/1/07,21:04:00,0.462
1265,1/1/07,21:05:00,0.458
1266,1/1/07,21:06:00,0.456
1267,1/1/07,21:07:00,0.522
1268,1/1/07,21:08:00,0.534
1269,1/1/07,21:09:00,0.534
1270,1/1/07,21:10:00,0.532
1271,1/1/07,21:11:00,0.534
1272,1/1/07,21:12:00,0.53
1273,1/1/07,21:13:00,0.466
1274,1/1/07,21:14:00,0.44
1275,1/1/07,21:15:00,0.434
1276,1/1/07,21:16:00,0.382
1277,1/1/07,21:17:00,0.362
1278,1/1/07,21:18:00,0.358
1279,1/1/07,21:19:00,0.364
1280,1/1/07,21:20:00,0.364
1281,1/1/07,21:21:00,0.366
1282,1/1/07,21:22:00,0.362
1283,1/1/07,21:23:00,0.36
1284,1/1/07,21:24:00,0.362
1285,1/1/07,21:25:00,0.362
1286,1/1/07,21:26:00,0.36
1287,1/1/07,21:27:00,0.36
1288,1/1/07,21:28:00,0.36
1289,1/1/07,21:29:00,0.36
1290,1/1/07,21:30:00,0.362
1291,1/1/07,21:31:00,0.364
1292,1/1/07,21:32:00,0.364
1293,1/1/07,21:33:00,0.368
1294,1/1/07,21:34:00,0.366
1295,1/1/07,21:35:00,0.366
1296,1/1/07,21:36:00,0.364
1297,1/1/07,21:37:00,0.362
1298,1/1/07,21:38:00,0.38
1299,1/1/07,21:39:00,0.47
1300,1/1/07,21:40:00,0.466
1301,1/1/07,21:41:00,0.464
1302,1/1/07,21:42:00,0.462
1303,1/1/07,21:43:00,0.46
1304,1/1/07,21:44:00,0.46
1305,1/1/07,21:45:00,0.458
1306,1/1/07,21:46:00,0.458
1307,1/1/07,21:47:00,0.534
1308,1/1/07,21:48:00,0.534
1309,1/1/07,21:49:00,0.534
1310,1/1/07,21:50:00,0.53
1311,1/1/07,21:51:00,0.53
1312,1/1/07,21:52:00,0.528
1313,1/1/07,21:53:00,0.528
1314,1/1/07,21:54:00,0.528
1315,1/1/07,21:55:00,0.458
1316,1/1/07,21:56:00,0.382
1317,1/1/07,21:57:00,0.368
1318,1/1/07,21:58:00,0.368
1319,1/1/07,21:59:00,0.364
1320,1/1/07,22:00:00,0.362
1321,1/1/07,22:01:00,0.362
1322,1/1/07,22:02:00,0.362
1323,1/1/07,22:03:00,0.36
1324,1/1/07,22:04:00,0.44
1325,1/1/07,22:05:00,0.446
1326,1/1/07,22:06:00,0.444
1327,1/1/07,22:07:00,0.444
1328,1/1/07,22:08:00,0.446
1329,1/1/07,22:09:00,0.444
1330,1/1/07,22:10:00,0.442
1331,1/1/07,22:11:00,0.44
1332,1/1/07,22:12:00,0.44
1333,1/1/07,22:13:00,0.44
1334,1/1/07,22:14:00,0.442
1335,1/1/07,22:15:00,0.442
1336,1/1/07,22:16:00,0.438
1337,1/1/07,22:17:00,0.442
1338,1/1/07,22:18:00,0.438
1339,1/1/07,22:19:00,0.438
1340,1/1/07,22:20:00,0.466
1341,1/1/07,22:21:00,0.548
1342,1/1/07,22:22:00,0.546
1343,1/1/07,22:23:00,0.55
1344,1/1/07,22:24:00,0.546
1345,1/1/07,22:25:00,0.544
1346,1/1/07,22:26:00,0.542
1347,1/1/07,22:27:00,0.61
1348,1/1/07,22:28:00,0.614
1349,1/1/07,22:29:00,0.612
1350,1/1/07,22:30:00,0.614
1351,1/1/07,22:31:00,0.61
1352,1/1/07,22:32:00,0.538
1353,1/1/07,22:33:00,0.538
1354,1/1/07,22:34:00,0.536
1355,1/1/07,22:35:00,0.54
1356,1/1/07,22:36:00,0.476
1357,1/1/07,22:37:00,0.378
1358,1/1/07,22:38:00,0.374
1359,1/1/07,22:39:00,0.372
1360,1/1/07,22:40:00,0.372
1361,1/1/07,22:41:00,0.374
1362,1/1/07,22:42:00,0.376
1363,1/1/07,22:43:00,0.376
1364,1/1/07,22:44:00,0.376
1365,1/1/07,22:45:00,0.376
1366,1/1/07,22:46:00,0.374
1367,1/1/07,22:47:00,0.374
1368,1/1/07,22:48:00,0.372
1369,1/1/07,22:49:00,0.372
1370,1/1/07,22:50:00,0.378
1371,1/1/07,22:51:00,0.386
1372,1/1/07,22:52:00,0.388
1373,1/1/07,22:53:00,0.386
1374,1/1/07,22:54:00,0.384
1375,1/1/07,22:55:00,0.386
1376,1/1/07,22:56:00,0.382
1377,1/1/07,22:57:00,0.374
1378,1/1/07,22:58:00,0.376
1379,1/1/07,22:59:00,0.376
1380,1/1/07,23:00:00,0.372
1381,1/1/07,23:01:00,0.37
1382,1/1/07,23:02:00,0.396
1383,1/1/07,23:03:00,0.484
1384,1/1/07,23:04:00,0.48
1385,1/1/07,23:05:00,0.476
1386,1/1/07,23:06:00,0.478
1387,1/1/07,23:07:00,0.522
1388,1/1/07,23:08:00,0.548
1389,1/1/07,23:09:00,0.548
1390,1/1/07,23:10:00,0.548
1391,1/1/07,23:11:00,0.546
1392,1/1/07,23:12:00,0.544
1393,1/1/07,23:13:00,0.546
1394,1/1/07,23:14:00,0.546
1395,1/1/07,23:15:00,0.544
1396,1/1/07,23:16:00,0.502
1397,1/1/07,23:17:00,0.472
1398,1/1/07,23:18:00,0.456
1399,1/1/07,23:19:00,0.378
1400,1/1/07,23:20:00,0.38
1401,1/1/07,23:21:00,0.376
1402,1/1/07,23:22:00,0.38
1403,1/1/07,23:23:00,0.38
1404,1/1/07,23:24:00,0.378
1405,1/1/07,23:25:00,0.376
1406,1/1/07,23:26:00,0.376
1407,1/1/07,23:27:00,0.378
1408,1/1/07,23:28:00,0.378
1409,1/1/07,23:29:00,0.376
1410,1/1/07,23:30:00,0.376
1411,1/1/07,23:31:00,0.378
1412,1/1/07,23:32:00,0.378
1413,1/1/07,23:33:00,0.378
1414,1/1/07,23:34:00,0.38
1415,1/1/07,23:35:00,0.378
1416,1/1/07,23:36:00,0.376
1417,1/1/07,23:37:00,0.38
1418,1/1/07,23:38:00,0.38
1419,1/1/07,23:39:00,0.378
1420,1/1/07,23:40:00,0.38
1421,1/1/07,23:41:00,0.38
1422,1/1/07,23:42:00,0.384
1423,1/1/07,23:43:00,0.384
1424,1/1/07,23:44:00,0.382
1425,1/1/07,23:45:00,0.494
1426,1/1/07,23:46:00,0.486
1427,1/1/07,23:47:00,0.484
1428,1/1/07,23:48:00,0.572
1429,1/1/07,23:49:00,0.558
1430,1/1/07,23:50:00,0.56
1431,1/1/07,23:51:00,0.556
1432,1/1/07,23:52:00,0.556
1433,1/1/07,23:53:00,0.548
1434,1/1/07,23:54:00,0.538
1435,1/1/07,23:55:00,0.536
1436,1/1/07,23:56:00,0.498
1437,1/1/07,23:57:00,0.464
1438,1/1/07,23:58:00,0.462
1439,1/1/07,23:59:00,0.46
1440,2/1/07,0:00:00,0.442
1441,2/1/07,0:01:00,0.37
1442,2/1/07,0:02:00,0.368
1443,2/1/07,0:03:00,0.37
1444,2/1/07,0:04:00,0.37
1445,2/1/07,0:05:00,0.368
1446,2/1/07,0:06:00,0.368
1447,2/1/07,0:07:00,0.366
1448,2/1/07,0:08:00,0.372
1449,2/1/07,0:09:00,0.37
1450,2/1/07,0:10:00,0.37
1451,2/1/07,0:11:00,0.372
1452,2/1/07,0:12:00,0.374
1453,2/1/07,0:13:00,0.372
1454,2/1/07,0:14:00,0.372
1455,2/1/07,0:15:00,0.37
1456,2/1/07,0:16:00,0.372
1457,2/1/07,0:17:00,0.372
1458,2/1/07,0:18:00,0.374
1459,2/1/07,0:19:00,0.374
1460,2/1/07,0:20:00,0.372
1461,2/1/07,0:21:00,0.372
1462,2/1/07,0:22:00,0.37
1463,2/1/07,0:23:00,0.372
1464,2/1/07,0:24:00,0.372
1465,2/1/07,0:25:00,0.376
1466,2/1/07,0:26:00,0.378
1467,2/1/07,0:27:00,0.468
1468,2/1/07,0:28:00,0.552
1469,2/1/07,0:29:00,0.556
1470,2/1/07,0:30:00,0.554
1471,2/1/07,0:31:00,0.65
1472,2/1/07,0:32:00,0.63
1473,2/1/07,0:33:00,0.626
1474,2/1/07,0:34:00,0.624
1475,2/1/07,0:35:00,0.622
1476,2/1/07,0:36:00,0.602
1477,2/1/07,0:37:00,0.554
1478,2/1/07,0:38:00,0.552
1479,2/1/07,0:39:00,0.55
1480,2/1/07,0:40:00,0.548
1481,2/1/07,0:41:00,0.546
1482,2/1/07,0:42:00,0.53
1483,2/1/07,0:43:00,0.45
1484,2/1/07,0:44:00,0.448
1485,2/1/07,0:45:00,0.45
1486,2/1/07,0:46:00,0.45
1487,2/1/07,0:47:00,0.45
1488,2/1/07,0:48:00,0.454
1489,2/1/07,0:49:00,0.452
1490,2/1/07,0:50:00,0.45
1491,2/1/07,0:51:00,0.452
1492,2/1/07,0:52:00,0.452
1493,2/1/07,0:53:00,0.452
1494,2/1/07,0:54:00,0.448
1495,2/1/07,0:55:00,0.448
1496,2/1/07,0:56:00,0.448
1497,2/1/07,0:57:00,0.448
1498,2/1/07,0:58:00,0.394
1499,2/1/07,0:59:00,0.378
1500,2/1/07,1:00:00,0.378
1501,2/1/07,1:01:00,0.378
1502,2/1/07,1:02:00,0.378
1503,2/1/07,1:03:00,0.378
1504,2/1/07,1:04:00,0.376
1505,2/1/07,1:05:00,0.374
1506,2/1/07,1:06:00,0.374
1507,2/1/07,1:07:00,0.374
1508,2/1/07,1:08:00,0.4
1509,2/1/07,1:09:00,0.532
1510,2/1/07,1:10:00,0.564
1511,2/1/07,1:11:00,0.56
1512,2/1/07,1:12:00,0.558
1513,2/1/07,1:13:00,0.556
1514,2/1/07,1:14:00,0.552
1515,2/1/07,1:15:00,0.55
1516,2/1/07,1:16:00,0.548
1517,2/1/07,1:17:00,0.484
1518,2/1/07,1:18:00,0.472
1519,2/1/07,1:19:00,0.472
1520,2/1/07,1:20:00,0.472
1521,2/1/07,1:21:00,0.474
1522,2/1/07,1:22:00,0.476
